Rk_conversions,Tm,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct,Rk_conversions_against,3DAtt_against,3DConv_against,3D%_against,4DAtt_against,4DConv_against,4D%_against,RZAtt_against,RZTD_against,RZPct_against,Rk_drive_averages,#Dr,Plays,Sc%_x,TO%_x,Avg_plays,Avg_yards,Avg_start,Avg_time,Avg_pts,Rk_drive_averages_against,#Dr_against,Plays_against,Sc%_against,TO%_against,Avg_plays_against,Avg_yards_against,Avg_start_against,Avg_time_against,Avg_pts_against,Rk_kick_and_punt_returns,Punt_Returns,Punt_return_yds,Punt_return_TD,Punt_return_lng,Punt_return_Y/R,Kick_return,Kick_return_yds,Kick_return_TD,Kick_return_lng,Kick_return_Y/Rt,Kick_return_APYd,Rk_kick_and_punt_returns_against,Punt_Returns_Against,Punt_return_yds_against,Punt_return_TD_against,Punt_return_Y/R_against,Kick_return_against,Kick_return_yds_against,Kick_return_TD_against,Kick_return_Y/Rt_against,Rk_passing,Cmp,Passing_Att,Cmp%,Passing_yds,Passing_tds,Passing_td%,Int_thrown,Int%_thrown,Passing_lng,Y/A_passing,AY/A_passing,Y/C_passing,Y/G_passing,rate,Sk_allowed,SkYds_allowed,Sk%_allowed,NY/A_passing_x,ANY/A_passing,4QC,GWD,EXP_passing,Rk_passing_defense,Cmp_allowed,Att_allowed_passing_x,Cmp%_allowed,Passing_yds_allowed,Passing_TDs_allowed,Passing_TD%_allowed,Int_x,Passes_defended,Int%,Y/A_passing_allowed,AY/A_passing_allowed,Y/C_passing_allowed,Y/G_passing_allowed,Rate_allowed,Sk_x,SkYds,QBHits,TFL,Sk%,NY/A_passing_allowed,EXP_passing_defense,punting_rk,Pnt,Pnt_Yds_total,Y/P_x,RetYds,Net,NY/P,Lng,TB,TB%,In20,In20%,Blk_allowed,Punting_against_rk,Pnt_against,Pnt_Yds_against,Y/P_against,Blk,Rk_rushing,Rushing_Att_x,Rushing_yds,Rushing_tds,Lng_rushing,Y/A_rushing,Y/G_rushing,Fmb,EXP_rushing,Rk_rushing_allowed,Rushing_att_allowed_x,Rushing_Yds_allowed_x,Rushing_Tds_allowed_x,Y/A_rushing_allowed_x,Y/G_rushing_allowed,EXP_rushing_allowed,Rk_scoring_offense,RshTd,RecTd,PR_TD,KR_TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Rk_scoring_defense,RshTD_allowed,RecTD_allowed,PR_TD_allowed,KR_TD_allowed,FblTD_allowed,IntTD_allowed,OthTD_allowed,AllTD_allowed,2PM_allowed,2PA_allowed,D2P_allowed,XPM_allowed,XPA_allowed,FGM_allowed,FGA_allowed,Sfty_allowed,Pts_allowed,Pts/G_allowed,Att_allowed_passing_y,Cmp_allowed_passing_x,Yds_allowed_passing_x,TD_allowed_passing,DADOT,Air_yards_Cmp,YAC_allowed,Bltz,Bltz%,Hrry,Hrry%,QBKD,QBKD%,Sk_y,Prss,Prss%,MTkl,Rk_team_defense,PA,Yds_allowed,Ply_allowed,Y/P_allowed,Takeaways,FL_forced,1stD_allowed,Cmp_allowed_passing_y,Att_allowed_passing,Yds_allowed_passing_y,TDs_allowed_passing,Int_y,NY/A_allowed_passing,1stD_allowed_passing,Rushing_att_allowed_y,Rushing_Yds_allowed_y,Rushing_Tds_allowed_y,Y/A_rushing_allowed_y,1stD_allowed_rushing,Pen_defense,Pen_yds_defense,1stPy_defense,Sc%_allowed,TO%_y,EXP_allowed,Rk_team_offense,PF,Yds,Ply,Y/P_y,TO_allowed,FL_allowed,1stD,Cmp_passing,Att_passing,Passing_Yds,Passing_TDs,Int_allowed,NY/A_passing_y,1stD_passing,Rushing_Att_y,Rushing_Yds,RushingTDs,Rushing_Y/A,Rushing_1stD,Pen_offense,Pen_Yds_offense,1stPy_offense,Sc%_y,TO%_allowed,EXP
19.0,Detroit Lions,85.0,32.0,37.6%,13.0,8.0,61.5%,29.0,21.0,72.4%,12.0,85.0,32.0,37.6%,13.0,6.0,46.2%,22.0,14.0,63.6%,3.0,78.0,435.0,43.6,6.4,5.6,31.9,Own 34.0,2:51,2.64,30.0,80.0,424.0,32.5,13.8,5.3,26.3,Own 29.1,2:28,1.93,14.0,12.0,125.0,1.0,65.0,10.4,25.0,636.0,0.0,37.0,25.4,3378.0,3.0,14.0,140.0,0.0,10.0,33.0,842.0,0.0,25.5,10.0,153.0,204.0,75.0,1565.0,16.0,7.8,3.0,1.5,64.0,8.0,8.9,10.7,223.6,118.0,13.0,69.0,6.0,7.2,8.1,0.0,1.0,65.33,18.0,150.0,238.0,63.0,1486.0,14.0,5.9,7.0,42.0,2.9,6.8,6.7,10.9,212.3,90.5,23.0,144.0,42.0,28.0,8.8,5.7,-16.67,10.0,27.0,1274.0,47.2,140.0,1070.0,39.6,66.0,0.0,0.0%,14.0,51.9%,0.0,23.0,28.0,1376.0,49.1,0.0,3.0,207.0,936.0,10.0,78.0,4.5,133.7,4.0,3.51,6.0,155.0,614.0,5.0,4.0,87.7,8.99,12.0,10.0,16.0,1.0,,,,,27.0,,0.0,,27.0,27.0,8.0,11.0,1.0,215.0,30.7,12.0,5.0,14.0,,,,,,19.0,,2.0,,16.0,17.0,7.0,8.0,,151.0,21.6,238.0,150.0,1486.0,14.0,9.2,825.0,577.0,55.0,19.9%,14.0,5.1%,16.0,6.7%,23.0,53.0,19.2%,25.0,14.0,151.0,2100.0,416.0,5.0,11.0,4.0,132.0,150.0,238.0,1486.0,14.0,7.0,5.7,80.0,155.0,614.0,5.0,4.0,36.0,33.0,209.0,16.0,32.5,13.8,-2.0,3.0,215.0,2501.0,424.0,5.9,5.0,2.0,139.0,153.0,204.0,1565.0,16.0,3.0,7.2,84.0,207.0,936.0,10.0,4.5,48.0,42.0,315.0,7.0,43.6,6.4,72.72
7.0,Green Bay Packers,75.0,37.0,49.3%,7.0,5.0,71.4%,25.0,18.0,72.0%,11.0,84.0,31.0,36.9%,14.0,8.0,57.1%,18.0,11.0,61.1%,32.0,61.0,376.0,47.5,4.9,6.2,33.8,Own 30.1,3:02,2.61,2.0,58.0,400.0,39.7,5.2,6.9,29.8,Own 31.0,3:11,2.09,13.0,13.0,71.0,0.0,20.0,5.5,19.0,505.0,0.0,36.0,26.6,2719.0,31.0,9.0,110.0,0.0,12.2,23.0,627.0,0.0,27.3,21.0,122.0,176.0,69.3,1355.0,10.0,5.7,2.0,1.1,57.0,8.2,8.8,11.8,225.8,108.1,10.0,83.0,5.4,7.3,7.9,2.0,1.0,63.27,8.0,161.0,238.0,67.6,1272.0,10.0,4.2,2.0,24.0,0.8,5.8,6.3,8.6,212.0,93.2,18.0,112.0,52.0,32.0,7.0,5.0,-29.72,27.0,19.0,990.0,52.1,110.0,820.0,43.2,65.0,3.0,15.8%,5.0,26.3%,0.0,7.0,22.0,1063.0,48.3,0.0,20.0,177.0,705.0,8.0,25.0,4.0,117.5,4.0,8.45,1.0,130.0,459.0,3.0,3.5,76.5,9.98,10.0,8.0,10.0,,,,,,18.0,,0.0,,17.0,18.0,11.0,13.0,,158.0,26.3,10.0,3.0,10.0,,,,,,13.0,2.0,2.0,,11.0,11.0,10.0,14.0,,125.0,20.8,238.0,161.0,1272.0,10.0,6.8,760.0,624.0,48.0,18.0%,16.0,6.0%,25.0,10.5%,18.0,59.0,22.2%,31.0,6.0,125.0,1731.0,386.0,4.5,3.0,1.0,115.0,161.0,238.0,1272.0,10.0,2.0,5.0,72.0,130.0,459.0,3.0,3.5,28.0,40.0,327.0,15.0,39.7,5.2,-14.94,13.0,158.0,2060.0,363.0,5.7,3.0,1.0,125.0,122.0,176.0,1355.0,10.0,2.0,7.3,67.0,177.0,705.0,8.0,4.0,42.0,50.0,379.0,16.0,47.5,4.9,66.63
32.0,Houston Texans,75.0,23.0,30.7%,11.0,7.0,63.6%,14.0,7.0,50.0%,3.0,75.0,24.0,32.0%,6.0,4.0,66.7%,15.0,10.0,66.7%,26.0,65.0,377.0,38.5,9.2,5.8,28.1,Own 32.6,2:51,1.89,10.0,67.0,358.0,22.4,14.9,5.3,24.3,Own 27.3,2:36,1.33,9.0,14.0,150.0,0.0,53.0,10.7,16.0,409.0,0.0,34.0,25.6,2592.0,22.0,11.0,127.0,0.0,11.5,25.0,619.0,0.0,24.8,29.0,127.0,197.0,64.5,1189.0,9.0,4.6,4.0,2.0,50.0,6.7,6.7,10.5,198.2,90.7,15.0,139.0,7.1,5.6,5.6,,,2.38,3.0,107.0,185.0,57.8,1074.0,4.0,2.2,7.0,27.0,3.8,6.4,5.1,11.0,179.0,68.3,14.0,108.0,31.0,30.0,7.0,5.4,22.72,14.0,25.0,1207.0,48.3,127.0,1040.0,41.6,66.0,2.0,8.0%,8.0,32.0%,0.0,17.0,30.0,1366.0,45.5,1.0,27.0,150.0,637.0,3.0,30.0,4.2,106.2,2.0,2.46,4.0,149.0,571.0,7.0,3.8,95.2,-0.87,1.0,3.0,9.0,,,1.0,,,13.0,,3.0,,10.0,10.0,13.0,15.0,,127.0,21.2,1.0,7.0,4.0,,,,,,11.0,,1.0,,10.0,10.0,4.0,10.0,,88.0,14.7,185.0,107.0,1074.0,4.0,8.2,529.0,440.0,39.0,18.9%,6.0,2.9%,13.0,7.0%,14.0,33.0,16.0%,41.0,1.0,88.0,1645.0,348.0,4.7,10.0,3.0,101.0,107.0,185.0,1074.0,4.0,7.0,5.4,56.0,149.0,571.0,7.0,3.8,30.0,48.0,352.0,15.0,22.4,14.9,26.17,27.0,127.0,1826.0,362.0,5.0,6.0,2.0,108.0,127.0,197.0,1189.0,9.0,4.0,5.6,59.0,150.0,637.0,3.0,4.2,32.0,44.0,372.0,17.0,38.5,9.2,-4.58
9.0,Indianapolis Colts,77.0,36.0,46.8%,11.0,9.0,81.8%,34.0,23.0,67.6%,31.0,89.0,43.0,48.3%,13.0,7.0,53.8%,23.0,14.0,60.9%,30.0,63.0,417.0,61.9,6.3,6.6,41.2,Own 31.9,3:13,3.38,5.0,64.0,457.0,39.1,17.2,7.1,37.8,Own 29.7,3:19,2.17,32.0,5.0,35.0,0.0,16.0,7.0,26.0,764.0,0.0,81.0,29.4,3620.0,10.0,4.0,17.0,0.0,4.3,37.0,936.0,0.0,25.3,5.0,153.0,217.0,70.5,1751.0,10.0,4.6,3.0,1.4,75.0,8.3,8.6,11.8,250.1,105.0,6.0,48.0,2.7,7.9,8.1,2.0,2.0,89.14,30.0,182.0,275.0,66.2,1788.0,13.0,4.7,9.0,34.0,3.3,7.0,6.4,10.5,255.4,88.4,19.0,126.0,54.0,37.0,6.5,6.1,-36.2,32.0,12.0,608.0,50.7,17.0,571.0,47.6,57.0,1.0,8.3%,7.0,58.3%,0.0,1.0,14.0,614.0,43.9,1.0,5.0,196.0,911.0,16.0,68.0,4.6,130.1,4.0,40.19,7.0,150.0,632.0,3.0,4.2,90.3,-7.54,9.0,16.0,10.0,,,,1.0,,27.0,2.0,5.0,,21.0,22.0,15.0,16.0,,232.0,33.1,9.0,3.0,13.0,,,,,,16.0,1.0,1.0,,15.0,15.0,9.0,13.0,,140.0,20.0,275.0,182.0,1788.0,13.0,7.4,1051.0,842.0,64.0,20.9%,29.0,9.5%,33.0,12.0%,19.0,81.0,26.5%,45.0,12.0,140.0,2420.0,444.0,5.5,11.0,2.0,152.0,182.0,275.0,1788.0,13.0,9.0,6.1,94.0,150.0,632.0,3.0,4.2,42.0,45.0,394.0,16.0,39.1,17.2,-40.28,1.0,232.0,2662.0,419.0,6.4,4.0,1.0,165.0,153.0,217.0,1751.0,10.0,3.0,7.9,90.0,196.0,911.0,16.0,4.6,59.0,47.0,383.0,16.0,61.9,6.3,121.34
20.0,Jacksonville Jaguars,94.0,31.0,33.0%,15.0,8.0,53.3%,22.0,11.0,50.0%,19.0,88.0,34.0,38.6%,7.0,4.0,57.1%,21.0,13.0,61.9%,4.0,78.0,472.0,32.1,7.7,6.1,30.1,Own 29.0,2:47,1.73,29.0,79.0,435.0,32.9,17.7,5.5,29.8,Own 29.3,2:34,1.95,11.0,13.0,172.0,1.0,87.0,13.2,22.0,557.0,0.0,54.0,25.3,3375.0,23.0,14.0,62.0,0.0,4.4,21.0,532.0,0.0,25.3,11.0,152.0,259.0,58.7,1506.0,9.0,3.5,5.0,1.9,46.0,6.3,6.1,10.7,215.1,80.6,20.0,114.0,7.2,5.4,5.2,1.0,2.0,7.33,29.0,159.0,257.0,61.9,1720.0,15.0,5.8,10.0,45.0,3.9,6.9,6.3,11.2,245.7,85.7,8.0,59.0,35.0,24.0,3.0,6.5,-25.42,7.0,30.0,1441.0,48.0,62.0,1299.0,43.3,62.0,4.0,13.3%,10.0,33.3%,0.0,26.0,29.0,1370.0,47.2,0.0,11.0,179.0,838.0,6.0,71.0,4.7,119.7,5.0,11.79,8.0,162.0,638.0,4.0,3.9,91.1,9.29,16.0,6.0,9.0,1.0,,,1.0,,17.0,,2.0,,14.0,15.0,10.0,14.0,,146.0,20.9,16.0,4.0,15.0,,,,,,19.0,1.0,1.0,,18.0,18.0,7.0,8.0,,155.0,22.1,257.0,159.0,1720.0,15.0,9.1,1057.0,696.0,64.0,22.9%,28.0,10.0%,26.0,10.1%,8.0,62.0,22.1%,36.0,18.0,155.0,2358.0,427.0,5.5,14.0,4.0,139.0,159.0,257.0,1720.0,15.0,10.0,6.5,89.0,162.0,638.0,4.0,3.9,32.0,44.0,394.0,18.0,32.9,17.7,-10.54,19.0,146.0,2344.0,458.0,5.1,6.0,1.0,134.0,152.0,259.0,1506.0,9.0,5.0,5.4,76.0,179.0,838.0,6.0,4.7,45.0,65.0,528.0,13.0,32.1,7.7,8.73
4.0,Kansas City Chiefs,90.0,40.0,44.4%,15.0,12.0,80.0%,30.0,20.0,66.7%,5.0,74.0,26.0,35.1%,14.0,4.0,28.6%,17.0,10.0,58.8%,25.0,65.0,469.0,52.3,3.1,7.2,39.9,Own 31.4,3:29,2.92,6.0,64.0,380.0,34.4,10.9,5.9,30.6,Own 28.4,3:02,1.84,15.0,12.0,106.0,0.0,25.0,8.8,25.0,672.0,0.0,47.0,26.9,3471.0,21.0,5.0,36.0,0.0,7.2,31.0,791.0,0.0,25.5,6.0,164.0,248.0,66.1,1730.0,14.0,5.6,2.0,0.8,49.0,7.3,8.0,11.0,247.1,102.9,11.0,70.0,4.2,6.7,7.4,,,74.96,6.0,134.0,193.0,69.4,1222.0,7.0,3.6,4.0,22.0,2.1,6.6,6.4,9.5,174.6,91.0,15.0,55.0,38.0,30.0,7.2,5.9,1.66,29.0,18.0,786.0,43.7,36.0,750.0,41.7,69.0,0.0,0.0%,11.0,61.1%,0.0,4.0,21.0,1017.0,48.4,0.0,9.0,195.0,864.0,8.0,35.0,4.4,123.4,7.0,20.12,17.0,163.0,740.0,6.0,4.5,105.7,-9.11,3.0,8.0,14.0,,,,,,22.0,,1.0,,18.0,21.0,12.0,15.0,,186.0,26.6,3.0,6.0,7.0,,,,1.0,,14.0,,0.0,,13.0,14.0,9.0,9.0,,124.0,17.7,193.0,134.0,1222.0,7.0,7.0,589.0,688.0,70.0,30.6%,6.0,2.6%,21.0,10.9%,15.0,42.0,18.3%,30.0,4.0,124.0,1962.0,371.0,5.3,7.0,3.0,117.0,134.0,193.0,1222.0,7.0,4.0,5.9,60.0,163.0,740.0,6.0,4.5,44.0,41.0,356.0,13.0,34.4,10.9,1.57,5.0,186.0,2594.0,454.0,5.7,2.0,0.0,163.0,164.0,248.0,1730.0,14.0,2.0,6.7,91.0,195.0,864.0,8.0,4.4,62.0,47.0,388.0,10.0,52.3,3.1,85.26
17.0,Las Vegas Raiders,87.0,33.0,37.9%,11.0,5.0,45.5%,18.0,7.0,38.9%,29.0,89.0,40.0,44.9%,8.0,6.0,75.0%,26.0,16.0,61.5%,11.0,75.0,407.0,28.0,16.0,5.4,25.7,Own 28.8,2:43,1.37,15.0,69.0,430.0,43.5,10.1,6.2,32.0,Own 34.8,3:03,2.35,20.0,10.0,106.0,0.0,25.0,10.6,28.0,744.0,0.0,38.0,26.6,2949.0,29.0,12.0,184.0,1.0,15.3,21.0,571.0,0.0,27.2,26.0,135.0,204.0,66.2,1279.0,7.0,3.4,10.0,4.9,61.0,7.0,5.5,10.6,182.7,77.3,19.0,146.0,8.5,5.7,4.3,,,1.43,22.0,159.0,236.0,67.4,1576.0,11.0,4.7,3.0,25.0,1.3,7.1,7.5,10.5,225.1,98.1,15.0,101.0,31.0,43.0,6.0,6.3,-63.51,11.0,26.0,1197.0,46.0,184.0,980.0,36.3,63.0,2.0,7.7%,8.0,30.8%,1.0,22.0,25.0,1115.0,44.6,0.0,24.0,170.0,656.0,3.0,64.0,3.9,93.7,4.0,-30.31,16.0,183.0,724.0,9.0,4.0,103.4,6.45,24.0,3.0,7.0,,,,,,10.0,1.0,2.0,,8.0,8.0,11.0,14.0,,103.0,14.7,24.0,9.0,11.0,1.0,,,,,21.0,1.0,5.0,,16.0,16.0,12.0,14.0,,180.0,25.7,236.0,159.0,1576.0,11.0,7.5,908.0,706.0,55.0,20.8%,15.0,5.7%,19.0,8.1%,15.0,49.0,18.5%,46.0,25.0,180.0,2300.0,434.0,5.3,7.0,4.0,135.0,159.0,236.0,1576.0,11.0,3.0,6.3,79.0,183.0,724.0,9.0,4.0,45.0,50.0,366.0,11.0,43.5,10.1,-42.32,31.0,103.0,1935.0,393.0,4.9,12.0,2.0,111.0,135.0,204.0,1279.0,7.0,10.0,5.7,66.0,170.0,656.0,3.0,3.9,33.0,45.0,364.0,12.0,28.0,16.0,-33.65
2.0,Los Angeles Chargers,100.0,46.0,46.0%,10.0,7.0,70.0%,24.0,10.0,41.7%,21.0,89.0,35.0,39.3%,12.0,9.0,75.0%,26.0,13.0,50.0%,20.0,68.0,471.0,44.1,13.2,6.9,38.3,Own 28.1,3:18,2.21,12.0,69.0,425.0,46.4,10.1,6.2,32.0,Own 31.8,2:50,2.38,16.0,11.0,90.0,0.0,33.0,8.2,28.0,713.0,0.0,40.0,25.5,3562.0,14.0,8.0,100.0,0.0,12.5,32.0,951.0,0.0,29.7,3.0,186.0,275.0,67.6,1831.0,13.0,4.7,6.0,2.2,60.0,7.1,7.1,10.5,261.6,94.8,21.0,126.0,7.1,6.2,6.2,2.0,2.0,33.56,10.0,136.0,221.0,61.5,1346.0,7.0,3.2,6.0,35.0,2.7,6.5,5.9,10.6,192.3,79.8,17.0,96.0,36.0,35.0,7.1,5.7,-23.56,24.0,20.0,1000.0,50.0,100.0,860.0,43.0,60.0,2.0,10.0%,8.0,40.0%,0.0,9.0,23.0,1103.0,48.0,0.0,13.0,160.0,778.0,2.0,54.0,4.9,111.1,8.0,10.56,22.0,171.0,865.0,10.0,5.1,123.6,-24.91,18.0,2.0,13.0,,,,,,15.0,1.0,1.0,,14.0,14.0,15.0,15.0,,151.0,21.6,18.0,10.0,7.0,,,,,,17.0,2.0,3.0,,12.0,14.0,15.0,16.0,,163.0,23.3,221.0,136.0,1346.0,7.0,8.0,662.0,780.0,50.0,19.1%,17.0,6.5%,18.0,8.1%,17.0,52.0,19.8%,39.0,20.0,163.0,2211.0,409.0,5.4,7.0,1.0,127.0,136.0,221.0,1346.0,7.0,6.0,5.7,61.0,171.0,865.0,10.0,5.1,52.0,47.0,386.0,14.0,46.4,10.1,-41.97,17.0,151.0,2609.0,456.0,5.7,10.0,4.0,146.0,186.0,275.0,1831.0,13.0,6.0,6.2,91.0,160.0,778.0,2.0,4.9,41.0,52.0,379.0,14.0,44.1,13.2,30.89
25.0,Los Angeles Rams,77.0,29.0,37.7%,12.0,8.0,66.7%,30.0,17.0,56.7%,18.0,100.0,34.0,34.0%,23.0,14.0,60.9%,20.0,8.0,40.0%,12.0,75.0,442.0,41.3,9.3,5.9,33.2,Own 31.5,2:40,2.36,19.0,72.0,470.0,31.9,13.9,6.5,29.2,Own 27.4,3:03,1.46,5.0,15.0,126.0,0.0,20.0,8.4,23.0,556.0,0.0,32.0,24.2,3262.0,27.0,10.0,142.0,0.0,14.2,24.0,434.0,0.0,18.1,4.0,160.0,243.0,65.8,1797.0,17.0,7.0,2.0,0.8,88.0,7.7,8.7,11.7,256.7,108.8,11.0,69.0,4.3,7.1,8.1,1.0,1.0,76.83,15.0,160.0,256.0,62.5,1458.0,8.0,3.1,4.0,38.0,1.6,6.4,6.3,10.2,208.3,84.6,26.0,171.0,58.0,35.0,9.2,5.2,23.27,21.0,22.0,1077.0,49.0,142.0,915.0,41.6,68.0,1.0,4.5%,11.0,50.0%,0.0,11.0,27.0,1317.0,48.8,0.0,19.0,175.0,724.0,4.0,45.0,4.1,103.4,8.0,-14.16,18.0,190.0,741.0,2.0,3.9,105.9,-3.83,2.0,4.0,17.0,,,,,,21.0,,0.0,,19.0,21.0,10.0,14.0,,175.0,25.0,2.0,2.0,8.0,,,,,1.0,11.0,,1.0,,9.0,9.0,14.0,15.0,,117.0,16.7,256.0,160.0,1458.0,8.0,7.9,962.0,667.0,57.0,19.4%,17.0,5.8%,31.0,12.1%,26.0,74.0,25.2%,25.0,2.0,117.0,2199.0,472.0,4.7,10.0,6.0,139.0,160.0,256.0,1458.0,8.0,4.0,5.2,75.0,190.0,741.0,2.0,3.9,49.0,65.0,523.0,15.0,31.9,13.9,22.55,8.0,175.0,2521.0,429.0,5.9,7.0,5.0,154.0,160.0,243.0,1797.0,17.0,2.0,7.1,92.0,175.0,724.0,4.0,4.1,42.0,38.0,314.0,20.0,41.3,9.3,60.67
14.0,Miami Dolphins,84.0,34.0,40.5%,11.0,6.0,54.5%,18.0,12.0,66.7%,27.0,84.0,39.0,46.4%,9.0,8.0,88.9%,31.0,16.0,51.6%,24.0,65.0,389.0,36.9,16.9,6.0,29.7,Own 30.5,2:55,2.03,9.0,66.0,439.0,56.1,7.6,6.7,38.3,Own 30.8,3:29,2.89,22.0,9.0,163.0,1.0,74.0,18.1,38.0,1011.0,0.0,54.0,26.6,3219.0,26.0,8.0,59.0,0.0,7.4,26.0,736.0,1.0,28.3,22.0,150.0,222.0,67.6,1306.0,11.0,5.0,10.0,4.5,47.0,6.3,5.3,9.4,186.6,82.5,17.0,100.0,7.1,5.5,4.5,,,-3.06,13.0,144.0,193.0,74.6,1427.0,11.0,5.7,1.0,18.0,0.5,7.9,8.8,10.5,203.9,113.9,14.0,92.0,28.0,28.0,6.8,6.9,-77.48,20.0,23.0,1134.0,49.3,59.0,1072.0,46.6,64.0,0.0,0.0%,10.0,43.5%,0.0,14.0,17.0,828.0,48.7,0.0,26.0,140.0,647.0,4.0,49.0,4.6,92.4,10.0,9.24,32.0,214.0,1115.0,9.0,5.2,159.3,-15.54,29.0,4.0,11.0,1.0,,,,,16.0,1.0,1.0,,15.0,15.0,9.0,10.0,,140.0,20.0,29.0,9.0,11.0,,1.0,,1.0,,22.0,2.0,2.0,,18.0,20.0,17.0,18.0,,205.0,29.3,193.0,144.0,1427.0,11.0,6.3,713.0,806.0,71.0,31.4%,18.0,8.0%,13.0,6.7%,14.0,45.0,19.9%,55.0,30.0,205.0,2542.0,421.0,6.0,6.0,5.0,152.0,144.0,193.0,1427.0,11.0,1.0,6.9,77.0,214.0,1115.0,9.0,5.2,56.0,52.0,384.0,19.0,56.1,7.6,-80.18,24.0,140.0,1953.0,379.0,5.2,12.0,2.0,112.0,150.0,222.0,1306.0,11.0,10.0,5.5,77.0,140.0,647.0,4.0,4.6,29.0,49.0,389.0,6.0,36.9,16.9,4.13
31.0,Minnesota Vikings,73.0,25.0,34.2%,7.0,5.0,71.4%,21.0,11.0,52.4%,2.0,73.0,22.0,30.1%,8.0,5.0,62.5%,17.0,8.0,47.1%,23.0,66.0,367.0,39.4,15.2,5.6,28.7,Own 28.1,2:42,1.97,11.0,68.0,359.0,30.9,10.3,5.3,26.7,Own 32.1,2:40,1.63,1.0,18.0,176.0,0.0,29.0,9.8,26.0,652.0,0.0,38.0,25.1,3017.0,20.0,10.0,86.0,0.0,8.6,26.0,659.0,0.0,25.3,25.0,122.0,188.0,64.9,1289.0,8.0,4.3,7.0,3.7,81.0,7.6,6.8,11.8,214.8,86.6,23.0,145.0,10.9,6.1,5.4,2.0,2.0,10.06,4.0,109.0,161.0,67.7,1104.0,8.0,5.0,2.0,15.0,1.2,7.5,7.9,11.0,184.0,101.0,16.0,97.0,27.0,36.0,9.0,6.2,14.49,15.0,25.0,1213.0,48.5,86.0,1127.0,45.1,77.0,0.0,0.0%,7.0,28.0%,0.0,20.0,29.0,1383.0,47.7,0.0,28.0,142.0,623.0,5.0,24.0,4.4,103.8,11.0,-5.96,15.0,170.0,706.0,4.0,4.2,117.7,-0.13,11.0,5.0,8.0,,,1.0,1.0,,15.0,2.0,3.0,,12.0,12.0,13.0,14.0,,145.0,24.2,11.0,4.0,8.0,,,,2.0,,14.0,,0.0,,14.0,14.0,9.0,12.0,,125.0,20.8,161.0,109.0,1104.0,8.0,6.9,642.0,559.0,72.0,38.9%,25.0,13.5%,13.0,8.1%,16.0,54.0,29.2%,36.0,5.0,125.0,1810.0,347.0,5.2,7.0,5.0,100.0,109.0,161.0,1104.0,8.0,2.0,6.2,45.0,170.0,706.0,4.0,4.2,45.0,44.0,378.0,10.0,30.9,10.3,18.51,21.0,145.0,1912.0,353.0,5.4,11.0,4.0,110.0,122.0,188.0,1289.0,8.0,7.0,6.1,64.0,142.0,623.0,5.0,4.4,36.0,47.0,367.0,10.0,39.4,15.2,-5.74
13.0,New England Patriots,82.0,34.0,41.5%,12.0,10.0,83.3%,23.0,14.0,60.9%,9.0,74.0,29.0,39.2%,8.0,2.0,25.0%,14.0,10.0,71.4%,21.0,67.0,430.0,41.8,10.4,6.4,35.5,Own 30.8,3:14,2.39,13.0,69.0,405.0,36.2,13.0,5.9,31.7,Own 27.7,2:57,1.84,23.0,9.0,208.0,1.0,87.0,23.1,28.0,705.0,1.0,90.0,25.2,3460.0,19.0,9.0,161.0,1.0,17.9,28.0,690.0,0.0,24.6,8.0,153.0,204.0,75.0,1679.0,12.0,5.9,2.0,1.0,55.0,8.6,9.3,11.5,239.9,116.0,22.0,77.0,9.7,7.4,8.1,0.0,1.0,88.09,26.0,156.0,216.0,72.2,1650.0,10.0,4.6,5.0,20.0,2.3,8.1,8.0,11.3,235.7,102.0,18.0,109.0,35.0,39.0,7.7,7.1,-36.43,17.0,24.0,1129.0,47.0,161.0,928.0,38.7,73.0,2.0,8.3%,9.0,37.5%,0.0,16.0,23.0,999.0,43.4,0.0,18.0,194.0,724.0,7.0,22.0,3.7,103.4,10.0,-22.48,3.0,157.0,540.0,3.0,3.4,77.1,16.96,5.0,7.0,12.0,1.0,1.0,1.0,,,22.0,2.0,2.0,,18.0,20.0,9.0,10.0,,181.0,25.9,5.0,3.0,10.0,1.0,,,,,14.0,,0.0,,13.0,14.0,12.0,14.0,,133.0,19.0,216.0,156.0,1650.0,10.0,7.5,910.0,840.0,50.0,20.3%,14.0,5.7%,16.0,7.4%,18.0,48.0,19.5%,37.0,8.0,133.0,2190.0,391.0,5.6,9.0,4.0,133.0,156.0,216.0,1650.0,10.0,5.0,7.1,85.0,157.0,540.0,3.0,3.4,32.0,54.0,402.0,16.0,36.2,13.0,-14.41,6.0,181.0,2403.0,420.0,5.7,7.0,5.0,140.0,153.0,204.0,1679.0,12.0,2.0,7.4,83.0,194.0,724.0,7.0,3.7,46.0,58.0,447.0,11.0,41.8,10.4,59.45
